category,concept_id,fi,score,lookback
Fragility fracture,4083822,efi,1,3
Fragility fracture,4195932,efi,1,3
Fragility fracture,4008220,efi,1,3
Fragility fracture,40562308,efi,1,3
Fragility fracture,40557749,efi,1,3
Fragility fracture,4083820,efi,1,3
Fragility fracture,4151707,efi,1,3
Fragility fracture,4174520,efi,1,3
Fragility fracture,4167913,efi,1,3
Fragility fracture,4079114,efi,1,3
Fragility fracture,4076334,efi,1,3
Fragility fracture,4015981,efi,1,3
Fragility fracture,4346396,efi,1,3
Fragility fracture,440863,efi,1,3
Fragility fracture,4001458,efi,1,3
Fragility fracture,44791986,efi,1,3
Fragility fracture,4144784,efi,1,3
Fragility fracture,4343476,efi,1,3
Fragility fracture,434493,efi,1,3
Fragility fracture,40399864,efi,1,3
Fragility fracture,4015501,efi,1,3
Fragility fracture,4046019,efi,1,3
Fragility fracture,4207924,efi,1,3
Fragility fracture,4013604,efi,1,3
Fragility fracture,4013605,efi,1,3
Fragility fracture,195948,efi,1,3
Fragility fracture,4085890,efi,1,3
Fragility fracture,4076202,efi,1,3
Fragility fracture,4144424,efi,1,3
Fragility fracture,4085377,efi,1,3
Fragility fracture,40262909,efi,1,3
Fragility fracture,40407398,efi,1,3
Fragility fracture,436248,efi,1,3
Fragility fracture,4077624,efi,1,3
Fragility fracture,4015495,efi,1,3
Fragility fracture,4012436,efi,1,3
Fragility fracture,4015494,efi,1,3
Fragility fracture,4131595,efi,1,3
Fragility fracture,4015502,efi,1,3
Fragility fracture,4210556,efi,1,3
Fragility fracture,40407425,efi,1,3
Fragility fracture,4009296,efi,1,3
Fragility fracture,4079100,efi,1,3
Fragility fracture,4346398,efi,1,3
Fragility fracture,4053828,efi,1,3
Fragility fracture,4085898,efi,1,3
Fragility fracture,4307813,efi,1,3
Fragility fracture,4167914,efi,1,3
Fragility fracture,40408241,efi,1,3
Fragility fracture,4150726,efi,1,3
Fragility fracture,4069525,efi,1,3
Fragility fracture,40557750,efi,1,3
Fragility fracture,434767,efi,1,3
Fragility fracture,4085893,efi,1,3
Fragility fracture,4010376,efi,1,3
Fragility fracture,4135747,efi,1,3
Fragility fracture,40562307,efi,1,3
Fragility fracture,4015979,efi,1,3
Fragility fracture,4169989,efi,1,3
Fragility fracture,4164228,efi,1,3
Fragility fracture,4135748,efi,1,3
Fragility fracture,4136840,efi,1,3
Fragility fracture,46270903,efi,1,3
Fragility fracture,4129394,efi,1,3
Fragility fracture,4173672,efi,1,3
Fragility fracture,4136839,efi,1,3
Fragility fracture,4159841,efi,1,3
Fragility fracture,4138301,efi,1,3
Fragility fracture,4138412,efi,1,3
Fragility fracture,4009610,efi,1,3
Fragility fracture,4343341,efi,1,3
Fragility fracture,4343557,efi,1,3
Fragility fracture,440538,efi,1,3
Fragility fracture,4206888,efi,1,3
Fragility fracture,40408550,efi,1,3
Hearing impairment,40323042,efi,1,1
Hearing impairment,4246497,efi,1,1
Hearing impairment,40326951,efi,1,1
Hearing impairment,381312,efi,1,1
Hearing impairment,4155091,efi,1,1
Hearing impairment,4110815,efi,1,1
Hearing impairment,4084061,efi,1,1
Hearing impairment,376525,efi,1,1
Hearing impairment,44812769,efi,1,1
Hearing impairment,4154013,efi,1,1
Hearing impairment,4086281,efi,1,1
Hearing impairment,377889,efi,1,1
Hearing impairment,4129665,efi,1,1
Hearing impairment,4051469,efi,1,1
Hearing impairment,44790126,efi,1,1
Hearing impairment,4086280,efi,1,1
Hearing impairment,40358216,efi,1,1
Hearing impairment,4111052,efi,1,1
Hearing impairment,4036957,efi,1,1
Hearing impairment,4081944,efi,1,1
Hearing impairment,40352405,efi,1,1
Hearing impairment,4107706,efi,1,1
Hearing impairment,377888,efi,1,1
Hearing impairment,377574,efi,1,1
Hearing impairment,4173753,efi,1,1
Hearing impairment,4038031,efi,1,1
Hearing impairment,43021777,efi,1,1
Hearing impairment,4079298,efi,1,1
Hearing impairment,379832,efi,1,1
Hearing impairment,4224197,efi,1,1
Hearing impairment,4062469,efi,1,1
Hearing impairment,40388949,efi,1,1
Hearing impairment,4038030,efi,1,1
Hearing impairment,40358215,efi,1,1
Hearing impairment,4064081,efi,1,1
Hearing impairment,4064208,efi,1,1
Hearing impairment,4150172,efi,1,1
Hearing impairment,4198301,efi,1,1
Hearing impairment,4048164,efi,1,1
Hearing impairment,4064207,efi,1,1
Hearing impairment,374366,efi,1,1
Hearing impairment,43021776,efi,1,1
Heart failure,42536932,efi,1,3
Heart failure,4023479,efi,1,3
Heart failure,4273632,efi,1,3
Heart failure,319835,efi,1,3
Heart failure,40392299,efi,1,3
Heart failure,4223299,efi,1,3
Heart failure,4242669,efi,1,3
Heart failure,442310,efi,1,3
Heart failure,4220752,efi,1,3
Heart failure,40392293,efi,1,3
Heart failure,44790927,efi,1,3
Heart failure,4206307,efi,1,3
Heart failure,4235646,efi,1,3
Heart failure,4206728,efi,1,3
Heart failure,4048439,efi,1,3
Heart failure,45766843,efi,1,3
Heart failure,40345199,efi,1,3
Heart failure,4124705,efi,1,3
Heart failure,4059317,efi,1,3
Heart failure,4215802,efi,1,3
Heart failure,316139,efi,1,3
Heart failure,44789102,efi,1,3
Heart failure,40302091,efi,1,3
Heart failure,44805460,efi,1,3
Heart failure,4173819,efi,1,3
Heart failure,4309550,efi,1,3
Heart failure,4305741,efi,1,3
Heart failure,4193010,efi,1,3
Heart failure,44803916,efi,1,3
Heart failure,4227345,efi,1,3
Heart failure,44811037,efi,1,3
Heart failure,45772694,efi,1,3
Heart failure,46285082,efi,1,3
Heart failure,44790972,efi,1,3
Heart failure,4046878,efi,1,3
Heart failure,4217069,efi,1,3
Heart failure,261600,efi,1,3
Heart failure,40486933,efi,1,3
Heart failure,44803917,efi,1,3
Heart failure,4047088,efi,1,3
Heart failure,40333199,efi,1,3
Heart failure,3530041,efi,1,3
Heart failure,4229440,efi,1,3
Heart failure,4248531,efi,1,3
Heart failure,44789327,efi,1,3
Heart failure,4220132,efi,1,3
Heart failure,4226789,efi,1,3
Heart failure,4142561,efi,1,3
Heart failure,40302104,efi,1,3
Heart failure,44789251,efi,1,3
Heart failure,439846,efi,1,3
Heart failure,44803777,efi,1,3
Heart failure,4199500,efi,1,3
Heart failure,4215689,efi,1,3
Heart failure,4215511,efi,1,3
Heart valve disease,40399346,efi,1,3
Heart valve disease,4189343,efi,1,3
Heart valve disease,319845,efi,1,3
Heart valve disease,443962,efi,1,3
Heart valve disease,4252872,efi,1,3
Housebound,44803411,efi,1,1
Housebound,4052962,efi,1,1
Housebound,4084987,efi,1,1
Housebound,37018404,efi,1,1
Housebound,3542807,efi,1,1
Housebound,4088708,efi,1,1
Housebound,4252227,efi,1,1
Housebound,3522067,efi,1,1
Housebound,4083572,efi,1,1
Housebound,4024204,efi,1,1
Housebound,4089185,efi,1,1
Housebound,4089187,efi,1,1
Housebound,4259432,efi,1,1
Housebound,4083575,efi,1,1
Housebound,4117452,efi,1,1
Housebound,4083573,efi,1,1
Hypertension,4269035,efi,1,3
Hypertension,317895,efi,1,3
Hypertension,4209293,efi,1,3
Hypertension,314958,efi,1,3
Hypertension,4083426,efi,1,3
Hypertension,4110948,efi,1,3
Hypertension,4058286,efi,1,3
Hypertension,40398412,efi,1,3
Hypertension,316866,efi,1,3
Hypertension,4201850,efi,1,3
Hypertension,4289933,efi,1,3
Hypertension,4197166,efi,1,3
Hypertension,317898,efi,1,3
Hypertension,376965,efi,1,3
Hypertension,4108213,efi,1,3
Hypertension,319826,efi,1,3
Hypertension,4292205,efi,1,3
Hypertension,42537122,efi,1,3
Hypertension,44803796,efi,1,3
Hypertension,443771,efi,1,3
Hypertension,318437,efi,1,3
Hypertension,312648,efi,1,3
Hypertension,40481459,efi,1,3
Hypertension,3572201,efi,1,3
Hypertension,44803870,efi,1,3
Hypertension,4016922,efi,1,3
Hypertension,320128,efi,1,3
Hypertension,40302086,efi,1,3
Hypertension,201313,efi,1,3
Hypertension,4194472,efi,1,3
Hypertension,4015732,efi,1,3
Hypertension,44803791,efi,1,3
Hypertension,4017170,efi,1,3
Hypertension,4167358,efi,1,3
Hypertension,4085017,efi,1,3
Hypertension,44783643,efi,1,3
Hypotension / syncope,40305119,efi,1,1
Hypotension / syncope,443240,efi,1,1
Hypotension / syncope,4206148,efi,1,1
Hypotension / syncope,40295289,efi,1,1
Hypotension / syncope,4084007,efi,1,1
Hypotension / syncope,40326869,efi,1,1
Hypotension / syncope,316447,efi,1,1
Hypotension / syncope,317002,efi,1,1
Hypotension / syncope,4045723,efi,1,1
Hypotension / syncope,44802607,efi,1,1
Hypotension / syncope,4112334,efi,1,1
Hypotension / syncope,4120275,efi,1,1
Hypotension / syncope,4160732,efi,1,1
Hypotension / syncope,4162976,efi,1,1
Hypotension / syncope,40318776,efi,1,1
Hypotension / syncope,40305116,efi,1,1
Hypotension / syncope,4250121,efi,1,1
Hypotension / syncope,3530066,efi,1,1
Hypotension / syncope,319041,efi,1,1
Hypotension / syncope,135360,efi,1,1
Hypotension / syncope,4087470,efi,1,1
Hypotension / syncope,36713737,efi,1,1
Hypotension / syncope,3530065,efi,1,1
Hypotension / syncope,4037296,efi,1,1
Hypotension / syncope,43021964,efi,1,1
Hypotension / syncope,40429620,efi,1,1
Hypotension / syncope,4151718,efi,1,1
Hypotension / syncope,4144921,efi,1,1
Hypotension / syncope,4297376,efi,1,1
Ischaemic heart disease,4176969,efi,1,3
Ischaemic heart disease,438170,efi,1,3
Ischaemic heart disease,438172,efi,1,3
Ischaemic heart disease,4336464,efi,1,3
Ischaemic heart disease,40257704,efi,1,3
Ischaemic heart disease,4244247,efi,1,3
Ischaemic heart disease,4017176,efi,1,3
Ischaemic heart disease,4152383,efi,1,3
Ischaemic heart disease,321462,efi,1,3
Ischaemic heart disease,4017175,efi,1,3
Ischaemic heart disease,315286,efi,1,3
Ischaemic heart disease,40398435,efi,1,3
Ischaemic heart disease,44783188,efi,1,3
Ischaemic heart disease,4283892,efi,1,3
Ischaemic heart disease,4150819,efi,1,3
Ischaemic heart disease,4119952,efi,1,3
Ischaemic heart disease,4134723,efi,1,3
Ischaemic heart disease,40398434,efi,1,3
Ischaemic heart disease,4124686,efi,1,3
Ischaemic heart disease,4116486,efi,1,3
Ischaemic heart disease,4058723,efi,1,3
Ischaemic heart disease,4015942,efi,1,3
Ischaemic heart disease,4185302,efi,1,3
Ischaemic heart disease,4270024,efi,1,3
Ischaemic heart disease,40302090,efi,1,3
Ischaemic heart disease,4058722,efi,1,3
Ischaemic heart disease,435561,efi,1,3
Ischaemic heart disease,321318,efi,1,3
Ischaemic heart disease,315296,efi,1,3
Ischaemic heart disease,317576,efi,1,3
Ischaemic heart disease,40345176,efi,1,3
Ischaemic heart disease,4194618,efi,1,3
Ischaemic heart disease,4119953,efi,1,3
Ischaemic heart disease,4077069,efi,1,3
Ischaemic heart disease,40481919,efi,1,3
Ischaemic heart disease,4191705,efi,1,3
Ischaemic heart disease,4064346,efi,1,3
Ischaemic heart disease,4124682,efi,1,3
Ischaemic heart disease,40332736,efi,1,3
Ischaemic heart disease,4124687,efi,1,3
Ischaemic heart disease,4197719,efi,1,3
Ischaemic heart disease,4077352,efi,1,3
Ischaemic heart disease,4127089,efi,1,3
Ischaemic heart disease,4186397,efi,1,3
Ischaemic heart disease,314666,efi,1,3
Ischaemic heart disease,40398869,efi,1,3
Ischaemic heart disease,4329847,efi,1,3
Ischaemic heart disease,4263712,efi,1,3
Ischaemic heart disease,44796208,efi,1,3
Ischaemic heart disease,4201630,efi,1,3
Ischaemic heart disease,4185932,efi,1,3
Ischaemic heart disease,4124683,efi,1,3
Ischaemic heart disease,4133636,efi,1,3
Ischaemic heart disease,4006788,efi,1,3
Ischaemic heart disease,312327,efi,1,3
Ischaemic heart disease,4021482,efi,1,3
Ischaemic heart disease,4119942,efi,1,3
Ischaemic heart disease,40302089,efi,1,3
Ischaemic heart disease,4144290,efi,1,3
Memory and cognitive problems,439276,efi,1,3
Memory and cognitive problems,378419,efi,1,3
Memory and cognitive problems,4046090,efi,1,3
Memory and cognitive problems,4098163,efi,1,3
Memory and cognitive problems,381273,efi,1,3
Memory and cognitive problems,4333671,efi,1,3
Memory and cognitive problems,4046091,efi,1,3
Memory and cognitive problems,4100250,efi,1,3
Memory and cognitive problems,44793561,efi,1,3
Memory and cognitive problems,4152488,efi,1,3
Memory and cognitive problems,4164633,efi,1,3
Memory and cognitive problems,40483103,efi,1,3
Memory and cognitive problems,4047748,efi,1,3
Memory and cognitive problems,378125,efi,1,3
Memory and cognitive problems,4012806,efi,1,3
Memory and cognitive problems,4187353,efi,1,3
Memory and cognitive problems,377527,efi,1,3
Memory and cognitive problems,4043378,efi,1,3
Memory and cognitive problems,4041685,efi,1,3
Memory and cognitive problems,44791022,efi,1,3
Memory and cognitive problems,380701,efi,1,3
Memory and cognitive problems,4182210,efi,1,3
Memory and cognitive problems,44803843,efi,1,3
Memory and cognitive problems,379784,efi,1,3
Memory and cognitive problems,4047747,efi,1,3
Memory and cognitive problems,44803648,efi,1,3
Memory and cognitive problems,44782710,efi,1,3
Memory and cognitive problems,374888,efi,1,3
Memory and cognitive problems,4297400,efi,1,3
Memory and cognitive problems,44812024,efi,1,3
Memory and cognitive problems,4044415,efi,1,3
Memory and cognitive problems,4012964,efi,1,3
Memory and cognitive problems,4180284,efi,1,3
Memory and cognitive problems,373995,efi,1,3
Memory and cognitive problems,4264146,efi,1,3
Memory and cognitive problems,376946,efi,1,3
Memory and cognitive problems,441002,efi,1,3
Memory and cognitive problems,4101137,efi,1,3
Memory and cognitive problems,4103572,efi,1,3
Memory and cognitive problems,4048875,efi,1,3
Memory and cognitive problems,4198081,efi,1,3
Memory and cognitive problems,4248542,efi,1,3
Memory and cognitive problems,375791,efi,1,3
Memory and cognitive problems,4171718,efi,1,3
Memory and cognitive problems,44803915,efi,1,3
Memory and cognitive problems,4046089,efi,1,3
Memory and cognitive problems,378726,efi,1,3
Memory and cognitive problems,376085,efi,1,3
Memory and cognitive problems,44803717,efi,1,3
Memory and cognitive problems,4218017,efi,1,3
Memory and cognitive problems,381832,efi,1,3
Memory and cognitive problems,4085496,efi,1,3
Memory and cognitive problems,4304008,efi,1,3
Memory and cognitive problems,40302046,efi,1,3
Memory and cognitive problems,44803706,efi,1,3
Memory and cognitive problems,44803388,efi,1,3
Memory and cognitive problems,4074319,efi,1,3
Memory and cognitive problems,4012961,efi,1,3
Memory and cognitive problems,44790944,efi,1,3
Memory and cognitive problems,4220313,efi,1,3
Memory and cognitive problems,44803697,efi,1,3
Memory and cognitive problems,4012960,efi,1,3
Memory and cognitive problems,374326,efi,1,3
Memory and cognitive problems,4099961,efi,1,3
Memory and cognitive problems,4075232,efi,1,3
Memory and cognitive problems,4092747,efi,1,3
Memory and cognitive problems,379778,efi,1,3
Memory and cognitive problems,4076654,efi,1,3
Memory and cognitive problems,4100252,efi,1,3
Memory and cognitive problems,4228133,efi,1,3
Memory and cognitive problems,4084412,efi,1,3
Memory and cognitive problems,4314734,efi,1,3
Memory and cognitive problems,376094,efi,1,3
Memory and cognitive problems,443605,efi,1,3
Memory and cognitive problems,44803781,efi,1,3
Memory and cognitive problems,4250116,efi,1,3
Memory and cognitive problems,4234089,efi,1,3
Memory and cognitive problems,4202272,efi,1,3
Memory and cognitive problems,4196433,efi,1,3
Memory and cognitive problems,4166262,efi,1,3
Memory and cognitive problems,4059191,efi,1,3
Memory and cognitive problems,4012957,efi,1,3
Memory and cognitive problems,4012952,efi,1,3
Memory and cognitive problems,4012654,efi,1,3
Memory and cognitive problems,4012652,efi,1,3
Memory and cognitive problems,4012953,efi,1,3
Memory and cognitive problems,4012951,efi,1,3
Mobility and transfer problems,4199248,efi,1,1
Mobility and transfer problems,37018404,efi,1,1
Mobility and transfer problems,4087225,efi,1,1
Mobility and transfer problems,4199731,efi,1,1
Mobility and transfer problems,4136754,efi,1,1
Mobility and transfer problems,4151347,efi,1,1
Mobility and transfer problems,4052045,efi,1,1
Mobility and transfer problems,4199727,efi,1,1
Mobility and transfer problems,4105540,efi,1,1
Mobility and transfer problems,4079780,efi,1,1
Mobility and transfer problems,4107044,efi,1,1
Mobility and transfer problems,439405,efi,1,1
Mobility and transfer problems,4105539,efi,1,1
Mobility and transfer problems,4052047,efi,1,1
Mobility and transfer problems,4086548,efi,1,1
Mobility and transfer problems,4200495,efi,1,1
Mobility and transfer problems,4036230,efi,1,1
Mobility and transfer problems,4052477,efi,1,1
Mobility and transfer problems,4105542,efi,1,1
Mobility and transfer problems,4200355,efi,1,1
Mobility and transfer problems,4200497,efi,1,1
Mobility and transfer problems,4199722,efi,1,1
Mobility and transfer problems,4200377,efi,1,1
Mobility and transfer problems,4052468,efi,1,1
Mobility and transfer problems,4200194,efi,1,1
Mobility and transfer problems,4053076,efi,1,1
Mobility and transfer problems,4310235,efi,1,1
Mobility and transfer problems,4200379,efi,1,1
Mobility and transfer problems,4012645,efi,1,1
Mobility and transfer problems,4116109,efi,1,1
Osteoporosis,4004623,efi,1,3
Osteoporosis,80502,efi,1,3
Osteoporosis,4195039,efi,1,3
Osteoporosis,4069306,efi,1,3
Osteoporosis,4310033,efi,1,3
Osteoporosis,4133510,efi,1,3
Osteoporosis,4010333,efi,1,3
Osteoporosis,4193149,efi,1,3
Osteoporosis,4003481,efi,1,3
Osteoporosis,4344378,efi,1,3
Osteoporosis,80824,efi,1,3
Osteoporosis,4003482,efi,1,3
Osteoporosis,4347301,efi,1,3
Osteoporosis,4192182,efi,1,3
Osteoporosis,4193139,efi,1,3
Osteoporosis,40480160,efi,1,3
Osteoporosis,4307163,efi,1,3
Osteoporosis,4305731,efi,1,3
Osteoporosis,4002134,efi,1,3
Osteoporosis,4310027,efi,1,3
Osteoporosis,4347298,efi,1,3
Osteoporosis,4310038,efi,1,3
Osteoporosis,4033089,efi,1,3
Osteoporosis,4344377,efi,1,3
Osteoporosis,77365,efi,1,3
Osteoporosis,4310036,efi,1,3
Osteoporosis,4105090,efi,1,3
Osteoporosis,43021371,efi,1,3
Osteoporosis,4002133,efi,1,3
Osteoporosis,4147566,efi,1,3
Osteoporosis,4345585,efi,1,3
Osteoporosis,4003479,efi,1,3
Osteoporosis,4310034,efi,1,3
Osteoporosis,4004622,efi,1,3
Osteoporosis,4069524,efi,1,3
Osteoporosis,44813192,efi,1,3
Osteoporosis,4192171,efi,1,3
Osteoporosis,4067765,efi,1,3
Osteoporosis,4173335,efi,1,3
Osteoporosis,4310035,efi,1,3
Osteoporosis,4192168,efi,1,3
Osteoporosis,4192170,efi,1,3
Osteoporosis,4068133,efi,1,3
Osteoporosis,44805520,efi,1,3
Osteoporosis,4067768,efi,1,3
Osteoporosis,4192173,efi,1,3
Osteoporosis,3563878,efi,1,3
Osteoporosis,4307165,efi,1,3
Osteoporosis,4193133,efi,1,3
Osteoporosis,4149785,efi,1,3
Osteoporosis,44805521,efi,1,3
Osteoporosis,4310037,efi,1,3
Parkinsonism and tremor,4046093,efi,1,3
Parkinsonism and tremor,4041681,efi,1,3
Parkinsonism and tremor,4086836,efi,1,3
Parkinsonism and tremor,40332850,efi,1,3
Parkinsonism and tremor,4095182,efi,1,3
Parkinsonism and tremor,36713737,efi,1,3
Parkinsonism and tremor,4155897,efi,1,3
Parkinsonism and tremor,4154447,efi,1,3
Parkinsonism and tremor,3543515,efi,1,3
Parkinsonism and tremor,4087333,efi,1,3
Parkinsonism and tremor,4204820,efi,1,3
Parkinsonism and tremor,380701,efi,1,3
Parkinsonism and tremor,4063335,efi,1,3
Parkinsonism and tremor,4146869,efi,1,3
Parkinsonism and tremor,374013,efi,1,3
Parkinsonism and tremor,44792293,efi,1,3
Parkinsonism and tremor,373139,efi,1,3
Parkinsonism and tremor,44802649,efi,1,3
Parkinsonism and tremor,4063339,efi,1,3
Parkinsonism and tremor,443602,efi,1,3
Parkinsonism and tremor,4140090,efi,1,3
Parkinsonism and tremor,4171569,efi,1,3
Parkinsonism and tremor,4126631,efi,1,3
Parkinsonism and tremor,381270,efi,1,3
Parkinsonism and tremor,443782,efi,1,3
Parkinsonism and tremor,44802648,efi,1,3
Peptic ulcer,4057076,efi,1,1
Peptic ulcer,4189591,efi,1,1
Peptic ulcer,4026029,efi,1,1
Peptic ulcer,4077224,efi,1,1
Peptic ulcer,4012219,efi,1,1
Peptic ulcer,40398998,efi,1,1
Peptic ulcer,4057060,efi,1,1
Peptic ulcer,4146517,efi,1,1
Peptic ulcer,436453,efi,1,1
Peptic ulcer,4174560,efi,1,1
Peptic ulcer,4055895,efi,1,1
Peptic ulcer,4206417,efi,1,1
Peptic ulcer,4080599,efi,1,1
Peptic ulcer,4342641,efi,1,1
Peptic ulcer,4027729,efi,1,1
Peptic ulcer,40398566,efi,1,1
Peptic ulcer,4174044,efi,1,1
Peptic ulcer,4231580,efi,1,1
Peptic ulcer,4077225,efi,1,1
Peptic ulcer,4024842,efi,1,1
Peptic ulcer,4147763,efi,1,1
Peptic ulcer,4169592,efi,1,1
Peptic ulcer,4340785,efi,1,1
Peptic ulcer,4341233,efi,1,1
Peptic ulcer,195002,efi,1,1
Peptic ulcer,4076267,efi,1,1
Peptic ulcer,4173408,efi,1,1
Peptic ulcer,4188456,efi,1,1
Peptic ulcer,4134146,efi,1,1
Peptic ulcer,4059178,efi,1,1
Peptic ulcer,4338225,efi,1,1
Peptic ulcer,4046500,efi,1,1
Peptic ulcer,44795995,efi,1,1
Peptic ulcer,4342651,efi,1,1
Peptic ulcer,4232181,efi,1,1
Peptic ulcer,4057053,efi,1,1
Peptic ulcer,4336230,efi,1,1
Peptic ulcer,40346371,efi,1,1
Peptic ulcer,4099014,efi,1,1
Peptic ulcer,4121241,efi,1,1
Peptic ulcer,40302116,efi,1,1
Peptic ulcer,4134567,efi,1,1
Peptic ulcer,4197598,efi,1,1
Peptic ulcer,4194543,efi,1,1
Peptic ulcer,4066636,efi,1,1
Peptic ulcer,4068164,efi,1,1
Peptic ulcer,36716253,efi,1,1
Peptic ulcer,4183009,efi,1,1
Peptic ulcer,4152547,efi,1,1
Peptic ulcer,3529275,efi,1,1
Peptic ulcer,4006994,efi,1,1
Peptic ulcer,4265479,efi,1,1
Peptic ulcer,4144292,efi,1,1
Peptic ulcer,4198381,efi,1,1
Peptic ulcer,4265600,efi,1,1
Peptic ulcer,4144181,efi,1,1
Peptic ulcer,4289830,efi,1,1
Peptic ulcer,4229614,efi,1,1
Peptic ulcer,4151589,efi,1,1
Peptic ulcer,4124302,efi,1,1
Peptic ulcer,44791257,efi,1,1
Peptic ulcer,3655004,efi,1,1
Peptic ulcer,44789799,efi,1,1
Peptic ulcer,4205670,efi,1,1
Peptic ulcer,3655003,efi,1,1
Peptic ulcer,4144797,efi,1,1
Peptic ulcer,4150681,efi,1,1
Peptic ulcer,4211001,efi,1,1
Peptic ulcer,4025501,efi,1,1
Peptic ulcer,4027663,efi,1,1
Peptic ulcer,4028242,efi,1,1
Peptic ulcer,40437433,efi,1,1
Peptic ulcer,4069351,efi,1,1
Peptic ulcer,4070478,efi,1,1
Peptic ulcer,4049466,efi,1,1
Peptic ulcer,40398541,efi,1,1
Peptic ulcer,4341235,efi,1,1
Peptic ulcer,4340672,efi,1,1
Peptic ulcer,4144291,efi,1,1
Peptic ulcer,4310838,efi,1,1
Peptic ulcer,4271696,efi,1,1
Peptic ulcer,4146477,efi,1,1
Peptic ulcer,4321586,efi,1,1
Peptic ulcer,44808500,efi,1,1
Peptic ulcer,4123263,efi,1,1
Peptic ulcer,4139403,efi,1,1
Peptic ulcer,4144180,efi,1,1
Peptic ulcer,4318534,efi,1,1
Peptic ulcer,433515,efi,1,1
Peptic ulcer,4274491,efi,1,1
Peptic ulcer,4319441,efi,1,1
Peptic ulcer,4057953,efi,1,1
Peptic ulcer,4331322,efi,1,1
Peptic ulcer,40333211,efi,1,1
Peripheral vascular disease,4096668,efi,1,3
Peripheral vascular disease,4124839,efi,1,3
Peripheral vascular disease,4295155,efi,1,3
Peripheral vascular disease,4061122,efi,1,3
Peripheral vascular disease,40393176,efi,1,3
Peripheral vascular disease,4124838,efi,1,3
Peripheral vascular disease,4145415,efi,1,3
Peripheral vascular disease,4119612,efi,1,3
Peripheral vascular disease,4200875,efi,1,3
Peripheral vascular disease,43021360,efi,1,3
Peripheral vascular disease,4116977,efi,1,3
Peripheral vascular disease,4208071,efi,1,3
Peripheral vascular disease,321822,efi,1,3
Peripheral vascular disease,316437,efi,1,3
Peripheral vascular disease,4124837,efi,1,3
Peripheral vascular disease,4253309,efi,1,3
Peripheral vascular disease,4124836,efi,1,3
Peripheral vascular disease,4223303,efi,1,3
Peripheral vascular disease,4226354,efi,1,3
Peripheral vascular disease,4124834,efi,1,3
Peripheral vascular disease,40386745,efi,1,3
Peripheral vascular disease,4124835,efi,1,3
Peripheral vascular disease,321052,efi,1,3
Peripheral vascular disease,3563136,efi,1,3
